377,Parametrage reglementaire : cadre emploi
378,Simulation pour un agent : plantage execution
379,Parametrage des echeanciers - ERREUR sur longueur du code
380,Simulation pour un agent
381,Simulation de groupe : graphisme
382,Simulation de groupe : liste grades
383,Parametrage des echeanciers - Msg ERREUR en creation
375,Le libelle parametrage de presentation CAP devient Regle de presentation du tableau
376,Parametrage des echeanciers - Chargement et rafraichissement des phases
403,Injection des propositions : presentations listes
402,Gestion des tableaux : suppression
398,Simulation de groupe : liste resultats
399,Simulation de groupe : liste resultats
400,Creation tableau d'avancement - Disposition des boutons
401,Parametrage de l'organisme - Combo
410,Tableau d'avancement - Reintegrer
411,Liste des en cours
396,Tableau : phase verif
397,Echeancier CAP : ouverture en lecture
388,calcul des maxis
389,multi combo
390,Page metier : rafraichissement
391,Tableau : brouillon
392,tableau : creation
393,Macro composant - DATE
394,Tableau : brouillon
395,Tableau d'avancement - Creation meme code
386,Injection des propositions
387,Tableau d'avancement - ERREUR FATALE
384,Simulation de groupe : traitements
385,Parametrage des echeanciers - Impossible de creer un echeancier avec echeances
409,Tableau - Exclure un promouvable
373,Parametrage - Presentation des avis - Code trop long - ERREUR
374,Parametrage - Regles specifiques - Cosmetique
412,Au maxi : proposition integree dans un tableau
367,Parametrage - Appreciation des avis : Creation impossible
368,macro composant : quicksearch
369,Parametrage - Presentation des avis - Valider et creer
370,Parametrage reglementaire : position
371,Parametrage - Presentation des avis - Nombre d'appreciations
372,Parametrage reglementaire : position
366,Parametrage reglementaire : statut
365,Parametrage reglementaire : interface
364,Parametrage Appreciation des avis - Non conforme a la maquette
363,Parametrage des echeanciers
362,Parametrage de l'organisme - Combo sur zone non obligatoire
357,Tableau d'avancement - Message d'erreur a la validation
358,QuickSearch
359,Parametrage de la collectivite
360,Parametrage - Statut
361,Parametrage Type de proposition d'un agent
350,simulation : graphisme
351,Simulation pour un agent : interface
352,Tableau d'avancement - Retro planning sous IE7
353,Tableau d'avancement - Application des filtres sur liste des non promouvables
354,Simulation pour un agent : requete
355,Avancement au maxi - Reintegrer
356,Proposition reintegree - disparue
346,Repartition des avancements
349,Tableau d'avancement - Liste des propositions sous IE7
347,Tableau d'avancement - Perte d'une proposition
345,Tableau d'avancement - Perte d'une proposition
344,Onglets de premier niveau
343,"Tableau d'avancement - Critere des listes de promouvables, non promouvables"
341,tableau : chgt dates
348,Tableau d'avancement - Cosmetique sur IE7
340,Creation par copie
342,Tableau d'avancement - Alignement
406,Tableau d'avancement - Application de filtres
338,Parametrage de l'organisme - Alignement des libelle de radio bouton
337,Parametrage de l'organisme - Combo sur zone non obligatoire
407,Mot de passe de l'utilisateur
336,Page metier Avancement d'echelon
319,ergo : pave en cours
320,double ascenseur
324,Ajouter la collectivite dans le cartouche de l'agent dans la proposition
325,Creation d'un tableau d'avancement - Rafraichissement de la liste des en cours
326,Creation d'un tableau d'avancement - Enregistrement
327,Proposition - faute de frappe
328,Avancement au maxi - Propositions
329,Listes - MAcro composant
330,Page de parametrage - Message d'erreur
331,Creation d'un tableau d'avancement - parametrage presentation CAP
332,Page de parametrage - Alignement
333,Gestion des tableaux : filtre
335,Gestion des tableaux : ouverture en lecture
314,DA : Onglet Description du tableau
315,Fonctionnement incorrect des arbos d'exception
316,La methode 'addUnion' de la classe SdtQryMgr ne fonctionne pas correctement.
317,La methode 'addUnion' de la classe SdtQryMgr ne fonctionne pas correctement.
318,Cartouche agent dans propositionAE
414,Justificatif retard - pas de retard
413,Justificatif de retard d'une proposition - Cosmetique
312,Graphisme : divers
313,DA : changer l'onglet Description de place et supprimer le retro-planning
311,"DA : modification de l'action ""Recalculer les non verifiees"" en phase de verification"
309,Travail sur les taches a faire lourd
308,DA : ajout du lien motif d'avancement sur la proposition car necessaire pour l'edition des arretes
306,Suppleance : Filtrer sur les applications de l'utilisateur
307,Indicateur de suivi des suppleance inoperant
303,Recherche Liste agent
304,Modification du mot de passe non securisee en acces
301,Quicksearch ne fonctionne pas correctement sur le parametrage des conditions reglementaires
300,DA : Parametrage organisme et collectivite
299,Page metier
302,Acceder a une page specifique pour un agent donne depuis un lien
305,Planning medecins - passage en 20 minutes
310,Impossible de lancer le calcul
298,Creation tableau d'avct
295,macro composant
296,macro composant
297,Mettre un sablier lors du changement d'environnement
292,Acces simulation pour un agent : remplacer CODE-LIBELLE par ce qui est dit dans la maquette
293,Saisie Resultat : click sur bouton modification proposition et consultation prop. sans effet
404,Simulation de groupe : criteres agent
405,Tableau d'avancement - Cosmetique sur radio bouton et dates
408,Tableau d'avancement - Promouvables - criteres sur date
289,Erreur lors de l'affichage du macro composant Detail Agent
284,Liste des maxis : interface
285,Simulation pour un agent
286,Simulation pour un agent
279,Creation tableau
280,Creation tableau
281,Creation Tableau
282,Creation Tableau
283,Creation Tableau : brouillon
278,Retro planning : calcul des echeances
277,Presentation tableau CAP
276,Regle specifique : message erreur
294,macro composant
273,Suppression impossible d'une proposition maxi
274,Regles specifiques : interface
275,Regle specifique : interface
272,Le moteur d'avancement ne traite pas correctement les statuts
271,Affichage des reliquats
270,Multitaches
268,Harmonisation des fenetres
269,Parametrage echeancier : echeance
265,En cours : tri des tableaux
266,Parametrage organisme
267,Amelioration gestion des listes deroulantes
264,Macro composants : interface
263,Simulation de groupe : traitements
321,pave administration
322,Gestion des tableaux avancements
323,Blocage sur le compteur de fusion > 999
287,Feuille CSS page de login differente du reste
288,Allonger la taille du critere de selection
290,Detail Agent : L'indice brut et l'indice majore ne sont pas affiches
291,Detail Agent : les conditions d'avancement ne sont pas affichees
259,Simulation pour un agent : presentation
260,Simulation pour un agent : traitements
261,Simulation : blocage fenetre
262,Simulation de groupe : interface
258,Affichage des propositions
257,Traitement des reliquats errone
256,Parametres de presentation inaccessibles depuis le parametrage de l'organisme
255,Erreur dans la pagination
206,pb sur l'import des requetes avec un template de critere
207,"l'import ecrase certaines donnees ""a tort"""
210,Messages qui n'apparaissent pas
211,pouvoir lancer un traitement batch qui s'execute en tache de fond a partir des modules
212,Aucune action batch ne contient les donnees de la session
213,"Si delegation sur 1 seul agent, impossible de le selectionner"
214,"La case a cocher ""afficher ou non les criteres dans l'etat"" plante l'edition"
215,DA : revoir l'affichage du bureau
216,methode dbPrepQuery object a null quand on revient au critere
217,Application des tooltypes sur les listes deroulantes
218,Modification du mot de passe non securisee
219,Actualisation de la vue des batchs
220,Piratage Mot de passe
221,Code utilisateur trop court
222,Taille des messages limitee a 255 caracteres
223,Arborescence : afficher les numeros de noeud
224,Bloc-Notes
225,import de l'application cet supprime le lien arbo de validation et classe SDT_WF_NODES
226,Batch planifie a une fois
227,Ajout du champs mail dans SDT_USER
228,Envoi d'un mail a un suppleant
229,Controle sur la longueur des SdtStringLong
230,Planning gestion des demi-journees
231,ajouter telephone et fax sur SDT_USER
232,modification de l'entete des colonnes d'une pageliste
233,Planning Affichage et regroupement des agents par service
234,Action batch utilisant le SdtObject en cours
235,"Personnaliser : avoir la possibilite de copier une requete (from, select, where)"
236,Avoir un evenement lorsqu'on quitte une page par le bouton rouge (annulation)
237,avoir une visualisation arborescente des templates
238,"requete, liste des select avoir un lien sur le champ Variable"
240,impossible d'interdire une option de menu associee a un schema de workflow
241,Preference => proposer une combo ou un lien sur le champ application
242,avoir la possibilite de deplacer une option dans un menu existant
243,proposer des liens ou des combos sur les pages de criteres
244,permettre aux utilisateurs de definir des ruptures et afficher des sous-totaux sur les pagelistes
245,"sur les pages de criteres, proposer une liste avec les 10 derniers elements ouverts"
246,commentaire de workflow tronque
247,Planning medecins - probleme d'affichage
248,avoir la possibilite d'afficher un message pour confirmation et recuperer la reponse pour enchainer une action
